sales_sk,order_number,customer_sk,product_sk,geography_sk,order_date_key,ship_date_key,due_date_key,sales_amount,quantity,price
34626,SO64049,11730,353,3.0,20130811,20130818,20130823,2384.0,1,2384.0
34627,SO64049,11730,270,3.0,20130811,20130818,20130823,9.0,1,9.0
34628,SO64049,11730,268,3.0,20130811,20130818,20130823,5.0,1,5.0
34629,SO64049,11730,5,3.0,20130811,20130818,20130823,35.0,1,35.0
34630,SO64049,11730,25,3.0,20130811,20130818,20130823,50.0,1,50.0
34631,SO64050,1160,362,6.0,20130811,20130818,20130823,742.0,1,742.0
34632,SO64050,1160,279,6.0,20130811,20130818,20130823,54.0,1,54.0
34633,SO64051,1370,360,6.0,20130811,20130818,20130823,742.0,1,742.0
34634,SO64051,1370,13,6.0,20130811,20130818,20130823,35.0,1,35.0
34635,SO64051,1370,256,6.0,20130811,20130818,20130823,24.0,1,24.0
34636,SO64052,853,351,6.0,20130811,20130818,20130823,1215.0,1,1215.0
34637,SO64052,853,8,6.0,20130811,20130818,20130823,35.0,1,35.0
34638,SO64052,853,263,6.0,20130811,20130818,20130823,64.0,1,64.0
34639,SO64053,8721,396,6.0,20130811,20130818,20130823,540.0,1,540.0
34640,SO64053,8721,270,6.0,20130811,20130818,20130823,9.0,1,9.0
34641,SO64053,8721,268,6.0,20130811,20130818,20130823,5.0,1,5.0
34642,SO64053,8721,16,6.0,20130811,20130818,20130823,9.0,1,9.0
34643,SO64054,5026,371,3.0,20130812,20130819,20130824,1701.0,1,1701.0
34644,SO64055,14242,330,6.0,20130812,20130819,20130824,25.0,1,25.0
34645,SO64055,14242,271,6.0,20130812,20130819,20130824,2.0,1,2.0
34646,SO64056,11279,327,6.0,20130812,20130819,20130824,30.0,1,30.0
34647,SO64057,4026,319,6.0,20130812,20130819,20130824,5.0,1,5.0
34648,SO64057,4026,328,6.0,20130812,20130819,20130824,35.0,1,35.0
34649,SO64057,4026,271,6.0,20130812,20130819,20130824,2.0,1,2.0
34650,SO64057,4026,277,6.0,20130812,20130819,20130824,159.0,1,159.0
34651,SO64058,6407,328,6.0,20130812,20130819,20130824,35.0,1,35.0
34652,SO64058,6407,319,6.0,20130812,20130819,20130824,5.0,1,5.0
34653,SO64059,4757,268,6.0,20130812,20130819,20130824,5.0,1,5.0
34654,SO64059,4757,281,6.0,20130812,20130819,20130824,54.0,1,54.0
34655,SO64060,3566,265,6.0,20130812,20130819,20130824,70.0,1,70.0
34656,SO64061,11636,13,6.0,20130812,20130819,20130824,35.0,1,35.0
34657,SO64061,11636,254,6.0,20130812,20130819,20130824,24.0,1,24.0
34658,SO64062,15988,5,6.0,20130812,20130819,20130824,35.0,1,35.0
34659,SO64062,15988,254,6.0,20130812,20130819,20130824,24.0,1,24.0
34660,SO64062,15988,281,6.0,20130812,20130819,20130824,54.0,1,54.0
34661,SO64063,10492,332,6.0,20130812,20130819,20130824,29.0,1,29.0
34662,SO64064,13372,16,6.0,20130812,20130819,20130824,9.0,1,9.0
34663,SO64065,16125,383,1.0,20130812,20130819,20130824,565.0,1,565.0
34664,SO64065,16125,5,1.0,20130812,20130819,20130824,35.0,1,35.0
34665,SO64066,17530,372,2.0,20130812,20130819,20130824,1701.0,1,1701.0
34666,SO64066,17530,279,2.0,20130812,20130819,20130824,54.0,1,54.0
34667,SO64067,13856,371,1.0,20130812,20130819,20130824,1701.0,1,1701.0
34668,SO64067,13856,25,1.0,20130812,20130819,20130824,50.0,1,50.0
34669,SO64068,16338,169,1.0,20130812,20130819,20130824,2443.0,1,2443.0
34670,SO64068,16338,320,1.0,20130812,20130819,20130824,4.0,1,4.0
34671,SO64068,16338,331,1.0,20130812,20130819,20130824,33.0,1,33.0
34672,SO64069,13751,379,3.0,20130812,20130819,20130824,769.0,1,769.0
34673,SO64069,13751,269,3.0,20130812,20130819,20130824,10.0,1,10.0
34674,SO64069,13751,13,3.0,20130812,20130819,20130824,35.0,1,35.0
34675,SO64069,13751,16,3.0,20130812,20130819,20130824,9.0,1,9.0
34676,SO64070,11508,152,3.0,20130812,20130819,20130824,2295.0,1,2295.0
34677,SO64070,11508,269,3.0,20130812,20130819,20130824,10.0,1,10.0
34678,SO64070,11508,13,3.0,20130812,20130819,20130824,35.0,1,35.0
34679,SO64070,11508,16,3.0,20130812,20130819,20130824,9.0,1,9.0
34680,SO64071,11461,150,3.0,20130812,20130819,20130824,2295.0,1,2295.0
34681,SO64071,11461,269,3.0,20130812,20130819,20130824,10.0,1,10.0
34682,SO64072,10824,144,2.0,20130812,20130819,20130824,2320.0,1,2320.0
34683,SO64072,10824,276,2.0,20130812,20130819,20130824,22.0,1,22.0
34684,SO64072,10824,8,2.0,20130812,20130819,20130824,35.0,1,35.0
34685,SO64072,10824,16,2.0,20130812,20130819,20130824,9.0,1,9.0
34686,SO64073,18067,326,6.0,20130812,20130819,20130824,25.0,1,25.0
34687,SO64074,17204,271,4.0,20130812,20130819,20130824,2.0,1,2.0
34688,SO64075,16991,321,5.0,20130812,20130819,20130824,5.0,1,5.0
34689,SO64076,166,320,4.0,20130812,20130819,20130824,4.0,1,4.0
34690,SO64076,166,329,4.0,20130812,20130819,20130824,21.0,1,21.0
34691,SO64076,166,256,4.0,20130812,20130819,20130824,24.0,1,24.0
34692,SO64077,7857,320,4.0,20130812,20130819,20130824,4.0,1,4.0
34693,SO64077,7857,331,4.0,20130812,20130819,20130824,33.0,1,33.0
34694,SO64078,6709,320,4.0,20130812,20130819,20130824,4.0,1,4.0
34695,SO64078,6709,264,4.0,20130812,20130819,20130824,64.0,1,64.0
34696,SO64078,6709,331,4.0,20130812,20130819,20130824,33.0,1,33.0
34697,SO64079,18415,320,5.0,20130812,20130819,20130824,4.0,1,4.0
34698,SO64079,18415,331,5.0,20130812,20130819,20130824,33.0,1,33.0
34699,SO64079,18415,8,5.0,20130812,20130819,20130824,35.0,1,35.0
34700,SO64080,8925,319,4.0,20130812,20130819,20130824,5.0,1,5.0
34701,SO64080,8925,327,4.0,20130812,20130819,20130824,30.0,1,30.0
34702,SO64081,8740,319,4.0,20130812,20130819,20130824,5.0,1,5.0
34703,SO64081,8740,327,4.0,20130812,20130819,20130824,30.0,1,30.0
34704,SO64081,8740,5,4.0,20130812,20130819,20130824,35.0,1,35.0
34705,SO64082,4402,269,4.0,20130812,20130819,20130824,10.0,1,10.0
34706,SO64082,4402,268,4.0,20130812,20130819,20130824,5.0,1,5.0
34707,SO64082,4402,19,4.0,20130812,20130819,20130824,50.0,1,50.0
34708,SO64083,16630,269,5.0,20130812,20130819,20130824,10.0,1,10.0
34709,SO64083,16630,268,5.0,20130812,20130819,20130824,5.0,1,5.0
34710,SO64083,16630,8,5.0,20130812,20130819,20130824,35.0,1,35.0
34711,SO64084,6424,265,,20130812,20130819,20130824,70.0,1,70.0
34712,SO64085,15375,268,5.0,20130812,20130819,20130824,5.0,1,5.0
34713,SO64085,15375,269,5.0,20130812,20130819,20130824,10.0,1,10.0
34714,SO64086,9669,265,4.0,20130812,20130819,20130824,70.0,1,70.0
34715,SO64087,18242,268,5.0,20130812,20130819,20130824,5.0,1,5.0
34716,SO64087,18242,16,5.0,20130812,20130819,20130824,9.0,1,9.0
34717,SO64088,12184,268,4.0,20130812,20130819,20130824,5.0,1,5.0
34718,SO64088,12184,5,4.0,20130812,20130819,20130824,35.0,1,35.0
34719,SO64089,2735,319,5.0,20130812,20130819,20130824,5.0,1,5.0
34720,SO64089,2735,271,5.0,20130812,20130819,20130824,2.0,1,2.0
34721,SO64089,2735,275,5.0,20130812,20130819,20130824,8.0,1,8.0
34722,SO64090,16537,276,4.0,20130812,20130819,20130824,22.0,1,22.0
34723,SO64090,16537,25,4.0,20130812,20130819,20130824,50.0,1,50.0
34724,SO64090,16537,16,4.0,20130812,20130819,20130824,9.0,1,9.0
34725,SO64091,14685,326,2.0,20130812,20130819,20130824,25.0,1,25.0
34726,SO64091,14685,271,2.0,20130812,20130819,20130824,2.0,1,2.0
34727,SO64091,14685,277,2.0,20130812,20130819,20130824,159.0,1,159.0
34728,SO64092,16061,319,1.0,20130812,20130819,20130824,5.0,1,5.0
34729,SO64092,16061,5,1.0,20130812,20130819,20130824,35.0,1,35.0
34730,SO64092,16061,28,1.0,20130812,20130819,20130824,50.0,1,50.0
34731,SO64092,16061,273,1.0,20130812,20130819,20130824,9.0,1,9.0
34732,SO64093,4387,268,2.0,20130812,20130819,20130824,5.0,1,5.0
34733,SO64094,7090,319,3.0,20130812,20130819,20130824,5.0,1,5.0
34734,SO64094,7090,327,3.0,20130812,20130819,20130824,30.0,1,30.0
34735,SO64094,7090,13,3.0,20130812,20130819,20130824,35.0,1,35.0
34736,SO64095,5174,16,1.0,20130812,20130819,20130824,9.0,1,9.0
34737,SO64095,5174,329,1.0,20130812,20130819,20130824,21.0,1,21.0
34738,SO64096,3002,320,3.0,20130812,20130819,20130824,4.0,1,4.0
34739,SO64097,18447,328,4.0,20130812,20130819,20130824,35.0,1,35.0
34740,SO64097,18447,319,4.0,20130812,20130819,20130824,5.0,1,5.0
34741,SO64097,18447,269,4.0,20130812,20130819,20130824,10.0,1,10.0
34742,SO64097,18447,268,4.0,20130812,20130819,20130824,5.0,1,5.0
34743,SO64097,18447,13,4.0,20130812,20130819,20130824,35.0,1,35.0
34744,SO64098,17165,319,4.0,20130812,20130819,20130824,5.0,1,5.0
34745,SO64098,17165,328,4.0,20130812,20130819,20130824,35.0,1,35.0
34746,SO64098,17165,13,4.0,20130812,20130819,20130824,35.0,1,35.0
34747,SO64099,15273,276,4.0,20130812,20130819,20130824,22.0,1,22.0
34748,SO64099,15273,268,4.0,20130812,20130819,20130824,5.0,1,5.0
34749,SO64099,15273,269,4.0,20130812,20130819,20130824,10.0,1,10.0
34750,SO64099,15273,8,4.0,20130812,20130819,20130824,35.0,1,35.0
34751,SO64100,5364,171,,20130812,20130819,20130824,2443.0,1,2443.0
34752,SO64100,5364,331,,20130812,20130819,20130824,33.0,1,33.0
34753,SO64100,5364,271,,20130812,20130819,20130824,2.0,1,2.0
34754,SO64101,12008,386,4.0,20130812,20130819,20130824,565.0,1,565.0
34755,SO64101,12008,326,4.0,20130812,20130819,20130824,25.0,1,25.0
34756,SO64101,12008,271,4.0,20130812,20130819,20130824,2.0,1,2.0
34757,SO64102,14136,150,4.0,20130812,20130819,20130824,2295.0,1,2295.0
34758,SO64102,14136,276,4.0,20130812,20130819,20130824,22.0,1,22.0
34759,SO64102,14136,13,4.0,20130812,20130819,20130824,35.0,1,35.0
34760,SO64102,14136,263,4.0,20130812,20130819,20130824,64.0,1,64.0
34761,SO64103,3021,356,1.0,20130812,20130819,20130824,742.0,1,742.0
34762,SO64103,3021,16,1.0,20130812,20130819,20130824,9.0,1,9.0
34763,SO64103,3021,13,1.0,20130812,20130819,20130824,35.0,1,35.0
34764,SO64104,2463,173,6.0,20130812,20130819,20130824,1120.0,1,1120.0
34765,SO64104,2463,270,6.0,20130812,20130819,20130824,9.0,1,9.0
34766,SO64104,2463,268,6.0,20130812,20130819,20130824,5.0,1,5.0
34767,SO64104,2463,282,6.0,20130812,20130819,20130824,54.0,1,54.0
34768,SO64105,17885,391,6.0,20130812,20130819,20130824,540.0,1,540.0
34769,SO64105,17885,326,6.0,20130812,20130819,20130824,25.0,1,25.0
34770,SO64105,17885,319,6.0,20130812,20130819,20130824,5.0,1,5.0
34771,SO64105,17885,13,6.0,20130812,20130819,20130824,35.0,1,35.0
34772,SO64106,16453,144,6.0,20130812,20130819,20130824,2320.0,1,2320.0
34773,SO64107,16432,146,6.0,20130812,20130819,20130824,2320.0,1,2320.0
34774,SO64108,16352,146,6.0,20130812,20130819,20130824,2320.0,1,2320.0
34775,SO64108,16352,328,6.0,20130812,20130819,20130824,35.0,1,35.0
34776,SO64108,16352,319,6.0,20130812,20130819,20130824,5.0,1,5.0
34777,SO64108,16352,8,6.0,20130812,20130819,20130824,35.0,1,35.0
34778,SO64109,1011,360,4.0,20130812,20130819,20130824,742.0,1,742.0
34779,SO64109,1011,5,4.0,20130812,20130819,20130824,35.0,1,35.0
34780,SO64110,6622,365,4.0,20130812,20130819,20130824,2384.0,1,2384.0
34781,SO64110,6622,5,4.0,20130812,20130819,20130824,35.0,1,35.0
34782,SO64111,2690,354,4.0,20130812,20130819,20130824,2384.0,1,2384.0
34783,SO64111,2690,8,4.0,20130812,20130819,20130824,35.0,1,35.0
34784,SO64112,8253,396,4.0,20130812,20130819,20130824,540.0,1,540.0
34785,SO64112,8253,329,4.0,20130812,20130819,20130824,21.0,1,21.0
34786,SO64112,8253,320,4.0,20130812,20130819,20130824,4.0,1,4.0
34787,SO64112,8253,256,4.0,20130812,20130819,20130824,24.0,1,24.0
34788,SO64113,5490,175,,20130812,20130819,20130824,1120.0,1,1120.0
34789,SO64113,5490,13,,20130812,20130819,20130824,35.0,1,35.0
34790,SO64113,5490,254,,20130812,20130819,20130824,24.0,1,24.0
34791,SO64114,3040,375,3.0,20130812,20130819,20130824,540.0,1,540.0
34792,SO64114,3040,5,3.0,20130812,20130819,20130824,35.0,1,35.0
34793,SO64115,7465,371,2.0,20130813,20130820,20130825,1701.0,1,1701.0
34794,SO64115,7465,16,2.0,20130813,20130820,20130825,9.0,1,9.0
34795,SO64115,7465,279,2.0,20130813,20130820,20130825,54.0,1,54.0
34796,SO64116,17161,5,4.0,20130813,20130820,20130825,35.0,1,35.0
34797,SO64117,5813,16,6.0,20130813,20130820,20130825,9.0,1,9.0
34798,SO64117,5813,268,6.0,20130813,20130820,20130825,5.0,1,5.0
34799,SO64118,7117,319,6.0,20130813,20130820,20130825,5.0,1,5.0
34800,SO64118,7117,276,6.0,20130813,20130820,20130825,22.0,1,22.0
34801,SO64119,8091,268,6.0,20130813,20130820,20130825,5.0,1,5.0
34802,SO64120,13346,282,6.0,20130813,20130820,20130825,54.0,1,54.0
34803,SO64120,13346,16,6.0,20130813,20130820,20130825,9.0,1,9.0
34804,SO64121,10860,331,6.0,20130813,20130820,20130825,33.0,1,33.0
34805,SO64121,10860,320,6.0,20130813,20130820,20130825,4.0,1,4.0
34806,SO64122,17660,256,6.0,20130813,20130820,20130825,24.0,1,24.0
34807,SO64123,13818,371,1.0,20130813,20130820,20130825,1701.0,1,1701.0
34808,SO64124,5014,374,3.0,20130813,20130820,20130825,1701.0,1,1701.0
34809,SO64124,5014,13,3.0,20130813,20130820,20130825,35.0,1,35.0
34810,SO64124,5014,28,3.0,20130813,20130820,20130825,50.0,1,50.0
34811,SO64125,6285,378,2.0,20130813,20130820,20130825,769.0,1,769.0
34812,SO64125,6285,276,2.0,20130813,20130820,20130825,22.0,1,22.0
34813,SO64125,6285,269,2.0,20130813,20130820,20130825,10.0,1,10.0
34814,SO64125,6285,268,2.0,20130813,20130820,20130825,5.0,1,5.0
34815,SO64125,6285,272,2.0,20130813,20130820,20130825,9.0,1,9.0
34816,SO64126,13659,152,2.0,20130813,20130820,20130825,2295.0,1,2295.0
34817,SO64126,13659,5,2.0,20130813,20130820,20130825,35.0,1,35.0
34818,SO64127,18194,148,1.0,20130813,20130820,20130825,2320.0,1,2320.0
34819,SO64127,18194,276,1.0,20130813,20130820,20130825,22.0,1,22.0
34820,SO64127,18194,282,1.0,20130813,20130820,20130825,54.0,1,54.0
34821,SO64128,14948,154,3.0,20130813,20130820,20130825,2295.0,1,2295.0
34822,SO64128,14948,278,3.0,20130813,20130820,20130825,55.0,1,55.0
34823,SO64128,14948,271,3.0,20130813,20130820,20130825,2.0,1,2.0
34824,SO64129,18195,154,1.0,20130813,20130820,20130825,2295.0,1,2295.0
34825,SO64129,18195,269,1.0,20130813,20130820,20130825,10.0,1,10.0
34826,SO64129,18195,268,1.0,20130813,20130820,20130825,5.0,1,5.0
34827,SO64129,18195,13,1.0,20130813,20130820,20130825,35.0,1,35.0
34828,SO64130,1531,22,4.0,20130813,20130820,20130825,50.0,1,50.0
34829,SO64131,16979,19,5.0,20130813,20130820,20130825,50.0,1,50.0
34830,SO64132,8,321,4.0,20130813,20130820,20130825,5.0,1,5.0
34831,SO64132,8,271,4.0,20130813,20130820,20130825,2.0,1,2.0
34832,SO64133,3658,332,4.0,20130813,20130820,20130825,29.0,1,29.0
34833,SO64133,3658,321,4.0,20130813,20130820,20130825,5.0,1,5.0
34834,SO64134,16886,326,5.0,20130813,20130820,20130825,25.0,1,25.0
34835,SO64134,16886,319,5.0,20130813,20130820,20130825,5.0,1,5.0
34836,SO64134,16886,271,5.0,20130813,20130820,20130825,2.0,1,2.0
34837,SO64135,8430,327,4.0,20130813,20130820,20130825,30.0,1,30.0
34838,SO64136,3969,268,4.0,20130813,20130820,20130825,5.0,1,5.0
34839,SO64136,3969,269,4.0,20130813,20130820,20130825,10.0,1,10.0
34840,SO64137,5959,269,,20130813,20130820,20130825,10.0,1,10.0
34841,SO64137,5959,268,,20130813,20130820,20130825,5.0,1,5.0
34842,SO64137,5959,272,,20130813,20130820,20130825,9.0,1,9.0
34843,SO64138,1383,16,5.0,20130813,20130820,20130825,9.0,1,9.0
34844,SO64138,1383,267,5.0,20130813,20130820,20130825,70.0,1,70.0
34845,SO64139,10407,266,4.0,20130813,20130820,20130825,70.0,1,70.0
34846,SO64140,14194,319,4.0,20130813,20130820,20130825,5.0,1,5.0
34847,SO64140,14194,277,4.0,20130813,20130820,20130825,159.0,1,159.0
34848,SO64140,14194,16,4.0,20130813,20130820,20130825,9.0,1,9.0
34849,SO64141,11122,319,4.0,20130813,20130820,20130825,5.0,1,5.0
34850,SO64141,11122,271,4.0,20130813,20130820,20130825,2.0,1,2.0
34851,SO64142,10810,326,2.0,20130813,20130820,20130825,25.0,1,25.0
34852,SO64142,10810,319,2.0,20130813,20130820,20130825,5.0,1,5.0
34853,SO64142,10810,274,2.0,20130813,20130820,20130825,120.0,1,120.0
34854,SO64143,13872,326,2.0,20130813,20130820,20130825,25.0,1,25.0
34855,SO64144,5325,319,3.0,20130813,20130820,20130825,5.0,1,5.0
34856,SO64144,5325,326,3.0,20130813,20130820,20130825,25.0,1,25.0
34857,SO64144,5325,271,3.0,20130813,20130820,20130825,2.0,1,2.0
34858,SO64145,1179,282,1.0,20130813,20130820,20130825,54.0,1,54.0
34859,SO64146,5422,327,3.0,20130813,20130820,20130825,30.0,1,30.0
34860,SO64146,5422,271,3.0,20130813,20130820,20130825,2.0,1,2.0
34861,SO64147,6235,320,1.0,20130813,20130820,20130825,4.0,1,4.0
34862,SO64147,6235,329,1.0,20130813,20130820,20130825,21.0,1,21.0
34863,SO64148,9007,320,2.0,20130813,20130820,20130825,4.0,1,4.0
34864,SO64149,11041,321,3.0,20130813,20130820,20130825,5.0,1,5.0
34865,SO64149,11041,8,3.0,20130813,20130820,20130825,35.0,1,35.0
34866,SO64150,2550,321,1.0,20130813,20130820,20130825,5.0,1,5.0
34867,SO64150,2550,278,1.0,20130813,20130820,20130825,55.0,1,55.0
34868,SO64150,2550,5,1.0,20130813,20130820,20130825,35.0,1,35.0
34869,SO64151,17970,328,4.0,20130813,20130820,20130825,35.0,1,35.0
34870,SO64151,17970,264,4.0,20130813,20130820,20130825,64.0,1,64.0
34871,SO64151,17970,276,4.0,20130813,20130820,20130825,22.0,1,22.0
34872,SO64152,17591,319,4.0,20130813,20130820,20130825,5.0,1,5.0
34873,SO64152,17591,328,4.0,20130813,20130820,20130825,35.0,1,35.0
34874,SO64152,17591,271,4.0,20130813,20130820,20130825,2.0,1,2.0
34875,SO64153,15028,276,4.0,20130813,20130820,20130825,22.0,1,22.0
34876,SO64153,15028,268,4.0,20130813,20130820,20130825,5.0,1,5.0
34877,SO64153,15028,269,4.0,20130813,20130820,20130825,10.0,1,10.0
34878,SO64154,15617,378,4.0,20130813,20130820,20130825,769.0,1,769.0
34879,SO64154,15617,267,4.0,20130813,20130820,20130825,70.0,1,70.0
34880,SO64154,15617,258,4.0,20130813,20130820,20130825,24.0,1,24.0
34881,SO64155,11987,150,4.0,20130813,20130820,20130825,2295.0,1,2295.0
34882,SO64155,11987,276,4.0,20130813,20130820,20130825,22.0,1,22.0
34883,SO64156,11339,154,5.0,20130813,20130820,20130825,2295.0,1,2295.0
34884,SO64156,11339,274,5.0,20130813,20130820,20130825,120.0,1,120.0
34885,SO64157,11860,148,4.0,20130813,20130820,20130825,2320.0,1,2320.0
34886,SO64157,11860,276,4.0,20130813,20130820,20130825,22.0,1,22.0
34887,SO64157,11860,8,4.0,20130813,20130820,20130825,35.0,1,35.0
34888,SO64157,11860,258,4.0,20130813,20130820,20130825,24.0,1,24.0
34889,SO64158,11868,154,4.0,20130813,20130820,20130825,2295.0,1,2295.0
34890,SO64158,11868,278,4.0,20130813,20130820,20130825,55.0,1,55.0
34891,SO64159,15942,360,3.0,20130813,20130820,20130825,742.0,1,742.0
34892,SO64159,15942,5,3.0,20130813,20130820,20130825,35.0,1,35.0
34893,SO64160,9553,370,2.0,20130813,20130820,20130825,1215.0,1,1215.0
34894,SO64160,9553,28,2.0,20130813,20130820,20130825,50.0,1,50.0
34895,SO64161,13683,366,2.0,20130813,20130820,20130825,2384.0,1,2384.0
34896,SO64161,13683,270,2.0,20130813,20130820,20130825,9.0,1,9.0
34897,SO64162,8861,375,6.0,20130813,20130820,20130825,540.0,1,540.0
34898,SO64162,8861,8,6.0,20130813,20130820,20130825,35.0,1,35.0
34899,SO64163,8889,395,6.0,20130813,20130820,20130825,540.0,1,540.0
34900,SO64163,8889,263,6.0,20130813,20130820,20130825,64.0,1,64.0
34901,SO64164,2428,177,6.0,20130813,20130820,20130825,1120.0,1,1120.0
34902,SO64164,2428,280,6.0,20130813,20130820,20130825,54.0,1,54.0
34903,SO64165,18094,152,6.0,20130813,20130820,20130825,2295.0,1,2295.0
34904,SO64165,18094,328,6.0,20130813,20130820,20130825,35.0,1,35.0
34905,SO64165,18094,319,6.0,20130813,20130820,20130825,5.0,1,5.0
34906,SO64165,18094,271,6.0,20130813,20130820,20130825,2.0,1,2.0
34907,SO64166,16436,144,6.0,20130813,20130820,20130825,2320.0,1,2320.0
34908,SO64166,16436,271,6.0,20130813,20130820,20130825,2.0,1,2.0
34909,SO64167,8370,395,4.0,20130813,20130820,20130825,540.0,1,540.0
34910,SO64167,8370,329,4.0,20130813,20130820,20130825,21.0,1,21.0
34911,SO64167,8370,271,4.0,20130813,20130820,20130825,2.0,1,2.0
34912,SO64168,8372,395,4.0,20130813,20130820,20130825,540.0,1,540.0
34913,SO64168,8372,329,4.0,20130813,20130820,20130825,21.0,1,21.0
34914,SO64168,8372,271,4.0,20130813,20130820,20130825,2.0,1,2.0
34915,SO64169,5236,179,,20130813,20130820,20130825,1120.0,1,1120.0
34916,SO64169,5236,5,,20130813,20130820,20130825,35.0,1,35.0
34917,SO64170,5331,181,,20130813,20130820,20130825,1120.0,1,1120.0
34918,SO64170,5331,5,,20130813,20130820,20130825,35.0,1,35.0
34919,SO64171,13949,372,4.0,20130813,20130820,20130825,1701.0,1,1701.0
34920,SO64171,13949,28,4.0,20130813,20130820,20130825,50.0,1,50.0
34921,SO64172,14025,373,4.0,20130813,20130820,20130825,1701.0,1,1701.0
34922,SO64172,14025,13,4.0,20130813,20130820,20130825,35.0,1,35.0
34923,SO64173,13945,373,4.0,20130813,20130820,20130825,1701.0,1,1701.0
34924,SO64173,13945,5,4.0,20130813,20130820,20130825,35.0,1,35.0
34925,SO64174,8869,177,3.0,20130813,20130820,20130825,1120.0,1,1120.0
34926,SO64174,8869,5,3.0,20130813,20130820,20130825,35.0,1,35.0
34927,SO64175,15374,375,2.0,20130813,20130820,20130825,540.0,1,540.0
34928,SO64176,16227,356,6.0,20130813,20130820,20130825,742.0,1,742.0
34929,SO64176,16227,268,6.0,20130813,20130820,20130825,5.0,1,5.0
34930,SO64176,16227,270,6.0,20130813,20130820,20130825,9.0,1,9.0
34931,SO64176,16227,8,6.0,20130813,20130820,20130825,35.0,1,35.0
34932,SO64177,18064,355,6.0,20130813,20130820,20130825,2384.0,1,2384.0
34933,SO64177,18064,13,6.0,20130813,20130820,20130825,35.0,1,35.0
34934,SO64178,17372,268,5.0,20130814,20130821,20130826,5.0,1,5.0
34935,SO64178,17372,270,5.0,20130814,20130821,20130826,9.0,1,9.0
34936,SO64178,17372,13,5.0,20130814,20130821,20130826,35.0,1,35.0
34937,SO64179,12548,327,6.0,20130814,20130821,20130826,30.0,1,30.0
34938,SO64180,12442,330,6.0,20130814,20130821,20130826,25.0,1,25.0
34939,SO64180,12442,320,6.0,20130814,20130821,20130826,4.0,1,4.0
34940,SO64181,5595,268,6.0,20130814,20130821,20130826,5.0,1,5.0
34941,SO64182,12596,16,6.0,20130814,20130821,20130826,9.0,1,9.0
34942,SO64183,10838,148,3.0,20130814,20130821,20130826,2320.0,1,2320.0
34943,SO64183,10838,271,3.0,20130814,20130821,20130826,2.0,1,2.0
34944,SO64183,10838,277,3.0,20130814,20130821,20130826,159.0,1,159.0
34945,SO64184,12729,382,3.0,20130814,20130821,20130826,565.0,1,565.0
34946,SO64184,12729,276,3.0,20130814,20130821,20130826,22.0,1,22.0
34947,SO64184,12729,269,3.0,20130814,20130821,20130826,10.0,1,10.0
34948,SO64184,12729,268,3.0,20130814,20130821,20130826,5.0,1,5.0
34949,SO64185,10941,378,3.0,20130814,20130821,20130826,769.0,1,769.0
34950,SO64185,10941,267,3.0,20130814,20130821,20130826,70.0,1,70.0
34951,SO64186,18154,148,1.0,20130814,20130821,20130826,2320.0,1,2320.0
34952,SO64186,18154,328,1.0,20130814,20130821,20130826,35.0,1,35.0
34953,SO64186,18154,5,1.0,20130814,20130821,20130826,35.0,1,35.0
34954,SO64187,11593,152,2.0,20130814,20130821,20130826,2295.0,1,2295.0
34955,SO64187,11593,319,2.0,20130814,20130821,20130826,5.0,1,5.0
34956,SO64187,11593,328,2.0,20130814,20130821,20130826,35.0,1,35.0
34957,SO64188,17369,271,5.0,20130814,20130821,20130826,2.0,1,2.0
34958,SO64189,758,320,4.0,20130814,20130821,20130826,4.0,1,4.0
34959,SO64189,758,13,4.0,20130814,20130821,20130826,35.0,1,35.0
34960,SO64190,1804,330,4.0,20130814,20130821,20130826,25.0,1,25.0
34961,SO64191,16341,330,5.0,20130814,20130821,20130826,25.0,1,25.0
34962,SO64191,16341,320,5.0,20130814,20130821,20130826,4.0,1,4.0
34963,SO64191,16341,254,5.0,20130814,20130821,20130826,24.0,1,24.0
34964,SO64192,17317,271,4.0,20130814,20130821,20130826,2.0,1,2.0
34965,SO64193,516,329,4.0,20130814,20130821,20130826,21.0,1,21.0
34966,SO64194,3546,332,4.0,20130814,20130821,20130826,29.0,1,29.0
34967,SO64194,3546,258,4.0,20130814,20130821,20130826,24.0,1,24.0
34968,SO64194,3546,321,4.0,20130814,20130821,20130826,5.0,1,5.0
34969,SO64195,17218,329,5.0,20130814,20130821,20130826,21.0,1,21.0
34970,SO64196,14903,332,5.0,20130814,20130821,20130826,29.0,1,29.0
34971,SO64196,14903,321,5.0,20130814,20130821,20130826,5.0,1,5.0
34972,SO64196,14903,270,5.0,20130814,20130821,20130826,9.0,1,9.0
34973,SO64197,8483,327,4.0,20130814,20130821,20130826,30.0,1,30.0
34974,SO64197,8483,271,4.0,20130814,20130821,20130826,2.0,1,2.0
34975,SO64198,8941,327,4.0,20130814,20130821,20130826,30.0,1,30.0
34976,SO64198,8941,272,4.0,20130814,20130821,20130826,9.0,1,9.0
34977,SO64199,5707,269,4.0,20130814,20130821,20130826,10.0,1,10.0
34978,SO64199,5707,268,4.0,20130814,20130821,20130826,5.0,1,5.0
34979,SO64199,5707,5,4.0,20130814,20130821,20130826,35.0,1,35.0
34980,SO64200,10706,267,4.0,20130814,20130821,20130826,70.0,1,70.0
34981,SO64200,10706,16,4.0,20130814,20130821,20130826,9.0,1,9.0
